species,metric,lower_bounds,upper_bounds
Priestia_megaterium,GC_Content,36,39
Priestia_megaterium,Completeness,92.0,
Priestia_megaterium,Contamination,,13
Priestia_megaterium,Total_Coding_Sequences,5100,7300
Priestia_megaterium,Genome_Size,5000000,6900000
Mannheimia_haemolytica,N50,26000.0,
Mannheimia_haemolytica,no_of_contigs,,230
Mannheimia_haemolytica,GC_Content,40,42
Mannheimia_haemolytica,Completeness,87.0,
Mannheimia_haemolytica,Contamination,,7
Mannheimia_haemolytica,Total_Coding_Sequences,2200,3000
Mannheimia_haemolytica,Genome_Size,2300000,2900000
Citrobacter_braakii,N50,77000.0,
Citrobacter_braakii,no_of_contigs,,280
Citrobacter_braakii,GC_Content,51,53
Citrobacter_braakii,Completeness,97.0,
Citrobacter_braakii,Contamination,,6
Citrobacter_braakii,Total_Coding_Sequences,4400,6200
Citrobacter_braakii,Genome_Size,4700000,6200000
Klebsiella_pneumoniae,N50,54000.0,
Klebsiella_pneumoniae,no_of_contigs,,390
Klebsiella_pneumoniae,GC_Content,56,59
Klebsiella_pneumoniae,Completeness,95.0,
Klebsiella_pneumoniae,Contamination,,5
Klebsiella_pneumoniae,Total_Coding_Sequences,4700,6500
Klebsiella_pneumoniae,Genome_Size,4900000,6400000
Corynebacterium_striatum,N50,51000.0,
Corynebacterium_striatum,no_of_contigs,,290
Corynebacterium_striatum,GC_Content,58,60
Corynebacterium_striatum,Completeness,98.0,
Corynebacterium_striatum,Contamination,,3
Corynebacterium_striatum,Total_Coding_Sequences,2400,3200
Corynebacterium_striatum,Genome_Size,2600000,3100000
Lacticaseibacillus_paracasei,N50,29000.0,
Lacticaseibacillus_paracasei,no_of_contigs,,320
Lacticaseibacillus_paracasei,GC_Content,46,47
Lacticaseibacillus_paracasei,Completeness,85.0,
Lacticaseibacillus_paracasei,Contamination,,14
Lacticaseibacillus_paracasei,Total_Coding_Sequences,2500,3400
Lacticaseibacillus_paracasei,Genome_Size,2600000,3500000
Klebsiella_quasipneumoniae,N50,48000.0,
Klebsiella_quasipneumoniae,no_of_contigs,,400
Klebsiella_quasipneumoniae,GC_Content,56,59
Klebsiella_quasipneumoniae,Completeness,97.0,
Klebsiella_quasipneumoniae,Contamination,,3
Klebsiella_quasipneumoniae,Total_Coding_Sequences,4400,6300
Klebsiella_quasipneumoniae,Genome_Size,4500000,6300000
Mycobacterium_intracellulare,N50,35000.0,
Mycobacterium_intracellulare,no_of_contigs,,430
Mycobacterium_intracellulare,GC_Content,67,69
Mycobacterium_intracellulare,Completeness,94.0,
Mycobacterium_intracellulare,Contamination,,13
Mycobacterium_intracellulare,Total_Coding_Sequences,4900,7100
Mycobacterium_intracellulare,Genome_Size,5200000,7300000
Sinorhizobium_medicae,N50,31000.0,
Sinorhizobium_medicae,no_of_contigs,,490
Sinorhizobium_medicae,GC_Content,60,62
Sinorhizobium_medicae,Completeness,87.0,
Sinorhizobium_medicae,Contamination,,6
Sinorhizobium_medicae,Total_Coding_Sequences,6100,7700
Sinorhizobium_medicae,Genome_Size,6400000,7800000
Aerococcus_urinae,N50,59000.0,
Aerococcus_urinae,no_of_contigs,,110
Aerococcus_urinae,GC_Content,41,43
Aerococcus_urinae,Completeness,97.0,
Aerococcus_urinae,Contamination,,3
Aerococcus_urinae,Total_Coding_Sequences,1700,2000
Aerococcus_urinae,Genome_Size,1900000,2200000
Ligilactobacillus_salivarius,N50,16000.0,
Ligilactobacillus_salivarius,no_of_contigs,,260
Ligilactobacillus_salivarius,GC_Content,32,34
Ligilactobacillus_salivarius,Completeness,92.0,
Ligilactobacillus_salivarius,Contamination,,4
Ligilactobacillus_salivarius,Total_Coding_Sequences,1700,2400
Ligilactobacillus_salivarius,Genome_Size,1800000,2400000
Actinobacillus_lignieresii,N50,31000.0,
Actinobacillus_lignieresii,no_of_contigs,,170
Actinobacillus_lignieresii,GC_Content,41,42
Actinobacillus_lignieresii,Completeness,93.0,
Actinobacillus_lignieresii,Contamination,,1
Actinobacillus_lignieresii,Total_Coding_Sequences,2000,2400
Actinobacillus_lignieresii,Genome_Size,2100000,2400000
Bacillus_spizizenii,N50,145000.0,
Bacillus_spizizenii,no_of_contigs,,100
Bacillus_spizizenii,GC_Content,43,44
Bacillus_spizizenii,Completeness,95.0,
Bacillus_spizizenii,Contamination,,6
Bacillus_spizizenii,Total_Coding_Sequences,3900,4400
Bacillus_spizizenii,Genome_Size,3900000,4300000
Citrobacter_portucalensis,N50,47000.0,
Citrobacter_portucalensis,no_of_contigs,,360
Citrobacter_portucalensis,GC_Content,51,53
Citrobacter_portucalensis,Completeness,96.0,
Citrobacter_portucalensis,Contamination,,4
Citrobacter_portucalensis,Total_Coding_Sequences,4300,5700
Citrobacter_portucalensis,Genome_Size,4600000,5800000
Staphylococcus_epidermidis,N50,11000.0,
Staphylococcus_epidermidis,no_of_contigs,,440
Staphylococcus_epidermidis,GC_Content,31,33
Staphylococcus_epidermidis,Completeness,96.0,
Staphylococcus_epidermidis,Contamination,,2
Staphylococcus_epidermidis,Total_Coding_Sequences,2100,2900
Staphylococcus_epidermidis,Genome_Size,2300000,2900000
Clostridium_tetani,N50,95000.0,
Clostridium_tetani,no_of_contigs,,110
Clostridium_tetani,GC_Content,28,29
Clostridium_tetani,Completeness,97.0,
Clostridium_tetani,Contamination,,1
Clostridium_tetani,Total_Coding_Sequences,2600,3200
Clostridium_tetani,Genome_Size,2700000,3100000
Neisseria_perflava,N50,137000.0,
Neisseria_perflava,no_of_contigs,,70
Neisseria_perflava,GC_Content,48,50
Neisseria_perflava,Completeness,99.0,
Neisseria_perflava,Contamination,,2
Neisseria_perflava,Total_Coding_Sequences,2000,2400
Neisseria_perflava,Genome_Size,2100000,2500000
Escherichia_fergusonii,N50,70000.0,
Escherichia_fergusonii,no_of_contigs,,210
Escherichia_fergusonii,GC_Content,49,51
Escherichia_fergusonii,Completeness,89.0,
Escherichia_fergusonii,Contamination,,9
Escherichia_fergusonii,Total_Coding_Sequences,4000,5200
Escherichia_fergusonii,Genome_Size,4300000,5300000
Aeromonas_salmonicida,N50,25000.0,
Aeromonas_salmonicida,no_of_contigs,,490
Aeromonas_salmonicida,GC_Content,58,60
Aeromonas_salmonicida,Completeness,94.0,
Aeromonas_salmonicida,Contamination,,2
Aeromonas_salmonicida,Total_Coding_Sequences,4200,5000
Aeromonas_salmonicida,Genome_Size,4300000,5200000
Parabacteroides_merdae,N50,42000.0,
Parabacteroides_merdae,no_of_contigs,,320
Parabacteroides_merdae,GC_Content,44,46
Parabacteroides_merdae,Completeness,94.0,
Parabacteroides_merdae,Contamination,,7
Parabacteroides_merdae,Total_Coding_Sequences,3500,4800
Parabacteroides_merdae,Genome_Size,4200000,5300000
Bacillus_paranthracis,N50,14000.0,
Bacillus_paranthracis,no_of_contigs,,790
Bacillus_paranthracis,GC_Content,35,36
Bacillus_paranthracis,Completeness,95.0,
Bacillus_paranthracis,Contamination,,2
Bacillus_paranthracis,Total_Coding_Sequences,5200,6400
Bacillus_paranthracis,Genome_Size,5100000,6100000
Serratia_nematodiphila,N50,20000.0,
Serratia_nematodiphila,no_of_contigs,,580
Serratia_nematodiphila,GC_Content,59,60
Serratia_nematodiphila,Completeness,96.0,
Serratia_nematodiphila,Contamination,,1
Serratia_nematodiphila,Total_Coding_Sequences,4600,5400
Serratia_nematodiphila,Genome_Size,4900000,5400000
Yersinia_pestis,N50,17000.0,
Yersinia_pestis,no_of_contigs,,540
Yersinia_pestis,GC_Content,47,48
Yersinia_pestis,Completeness,94.0,
Yersinia_pestis,Contamination,,2
Yersinia_pestis,Total_Coding_Sequences,3900,4600
Yersinia_pestis,Genome_Size,4400000,5000000
Stenotrophomonas_pavanii,N50,36000.0,
Stenotrophomonas_pavanii,no_of_contigs,,250
Stenotrophomonas_pavanii,GC_Content,66,68
Stenotrophomonas_pavanii,Completeness,98.0,
Stenotrophomonas_pavanii,Contamination,,2
Stenotrophomonas_pavanii,Total_Coding_Sequences,3800,4600
Stenotrophomonas_pavanii,Genome_Size,4300000,4900000
Bacillus_wiedmannii,N50,29000.0,
Bacillus_wiedmannii,no_of_contigs,,510
Bacillus_wiedmannii,GC_Content,34,36
Bacillus_wiedmannii,Completeness,98.0,
Bacillus_wiedmannii,Contamination,,2
Bacillus_wiedmannii,Total_Coding_Sequences,5300,6500
Bacillus_wiedmannii,Genome_Size,5200000,6300000
Acinetobacter_ursingii,N50,33000.0,
Acinetobacter_ursingii,no_of_contigs,,260
Acinetobacter_ursingii,GC_Content,39,41
Acinetobacter_ursingii,Completeness,99.0,
Acinetobacter_ursingii,Contamination,,2
Acinetobacter_ursingii,Total_Coding_Sequences,3000,4000
Acinetobacter_ursingii,Genome_Size,3200000,4200000
Corynebacterium_glutamicum,N50,102000.0,
Corynebacterium_glutamicum,no_of_contigs,,100
Corynebacterium_glutamicum,GC_Content,53,55
Corynebacterium_glutamicum,Completeness,91.0,
Corynebacterium_glutamicum,Contamination,,4
Corynebacterium_glutamicum,Total_Coding_Sequences,2600,3300
Corynebacterium_glutamicum,Genome_Size,2800000,3500000
Burkholderia_dolosa,N50,19000.0,
Burkholderia_dolosa,no_of_contigs,,730
Burkholderia_dolosa,GC_Content,66,68
Burkholderia_dolosa,Completeness,100.0,
Burkholderia_dolosa,Contamination,,3
Burkholderia_dolosa,Total_Coding_Sequences,5500,6100
Burkholderia_dolosa,Genome_Size,6100000,6600000
Burkholderia_ubonensis,N50,97000.0,
Burkholderia_ubonensis,no_of_contigs,,330
Burkholderia_ubonensis,GC_Content,66,68
Burkholderia_ubonensis,Completeness,98.0,
Burkholderia_ubonensis,Contamination,,3
Burkholderia_ubonensis,Total_Coding_Sequences,5700,7600
Burkholderia_ubonensis,Genome_Size,6300000,8300000
Limosilactobacillus_fermentum,N50,25000.0,
Limosilactobacillus_fermentum,no_of_contigs,,360
Limosilactobacillus_fermentum,GC_Content,50,53
Limosilactobacillus_fermentum,Completeness,85.0,
Limosilactobacillus_fermentum,Contamination,,11
Limosilactobacillus_fermentum,Total_Coding_Sequences,1900,2500
Limosilactobacillus_fermentum,Genome_Size,1800000,2400000
Listeria_grayi,N50,144000.0,
Listeria_grayi,no_of_contigs,,90
Listeria_grayi,GC_Content,41,42
Listeria_grayi,Completeness,83.0,
Listeria_grayi,Contamination,,7
Listeria_grayi,Total_Coding_Sequences,2500,2900
Listeria_grayi,Genome_Size,2500000,2900000
Acinetobacter_baumannii,N50,17000.0,
Acinetobacter_baumannii,no_of_contigs,,490
Acinetobacter_baumannii,GC_Content,38,40
Acinetobacter_baumannii,Completeness,96.0,
Acinetobacter_baumannii,Contamination,,7
Acinetobacter_baumannii,Total_Coding_Sequences,3400,4500
Acinetobacter_baumannii,Genome_Size,3600000,4600000
Ralstonia_pseudosolanacearum,N50,34000.0,
Ralstonia_pseudosolanacearum,no_of_contigs,,450
Ralstonia_pseudosolanacearum,GC_Content,66,68
Ralstonia_pseudosolanacearum,Completeness,96.0,
Ralstonia_pseudosolanacearum,Contamination,,3
Ralstonia_pseudosolanacearum,Total_Coding_Sequences,4700,5600
Ralstonia_pseudosolanacearum,Genome_Size,5300000,6200000
Mycobacterium_smegmatis,N50,61000.0,
Mycobacterium_smegmatis,no_of_contigs,,290
Mycobacterium_smegmatis,GC_Content,67,68
Mycobacterium_smegmatis,Completeness,97.0,
Mycobacterium_smegmatis,Contamination,,5
Mycobacterium_smegmatis,Total_Coding_Sequences,6500,6900
Mycobacterium_smegmatis,Genome_Size,6800000,7200000
Vibrio_metschnikovii,N50,74000.0,
Vibrio_metschnikovii,no_of_contigs,,460
Vibrio_metschnikovii,GC_Content,43,45
Vibrio_metschnikovii,Completeness,95.0,
Vibrio_metschnikovii,Contamination,,2
Vibrio_metschnikovii,Total_Coding_Sequences,3200,3800
Vibrio_metschnikovii,Genome_Size,3600000,4100000
Alistipes_onderdonkii,N50,82000.0,
Alistipes_onderdonkii,no_of_contigs,,240
Alistipes_onderdonkii,GC_Content,57,59
Alistipes_onderdonkii,Completeness,98.0,
Alistipes_onderdonkii,Contamination,,2
Alistipes_onderdonkii,Total_Coding_Sequences,2700,3500
Alistipes_onderdonkii,Genome_Size,3300000,4000000
Aeromonas_hydrophila,N50,27000.0,
Aeromonas_hydrophila,no_of_contigs,,500
Aeromonas_hydrophila,GC_Content,60,62
Aeromonas_hydrophila,Completeness,90.0,
Aeromonas_hydrophila,Contamination,,8
Aeromonas_hydrophila,Total_Coding_Sequences,4100,5400
Aeromonas_hydrophila,Genome_Size,4600000,5700000
Staphylococcus_chromogenes,N50,76000.0,
Staphylococcus_chromogenes,no_of_contigs,,110
Staphylococcus_chromogenes,GC_Content,36,37
Staphylococcus_chromogenes,Completeness,97.0,
Staphylococcus_chromogenes,Contamination,,2
Staphylococcus_chromogenes,Total_Coding_Sequences,2100,2500
Staphylococcus_chromogenes,Genome_Size,2200000,2500000
Pectobacterium_brasiliense,N50,131000.0,
Pectobacterium_brasiliense,no_of_contigs,,130
Pectobacterium_brasiliense,GC_Content,51,53
Pectobacterium_brasiliense,Completeness,95.0,
Pectobacterium_brasiliense,Contamination,,2
Pectobacterium_brasiliense,Total_Coding_Sequences,4100,4600
Pectobacterium_brasiliense,Genome_Size,4600000,5200000
Mycobacterium_tuberculosis,N50,34000.0,
Mycobacterium_tuberculosis,no_of_contigs,,320
Mycobacterium_tuberculosis,GC_Content,65,66
Mycobacterium_tuberculosis,Completeness,95.0,
Mycobacterium_tuberculosis,Contamination,,3
Mycobacterium_tuberculosis,Total_Coding_Sequences,4000,4600
Mycobacterium_tuberculosis,Genome_Size,4200000,4600000
Bifidobacterium_longum,N50,50000.0,
Bifidobacterium_longum,no_of_contigs,,170
Bifidobacterium_longum,GC_Content,59,61
Bifidobacterium_longum,Completeness,93.0,
Bifidobacterium_longum,Contamination,,3
Bifidobacterium_longum,Total_Coding_Sequences,1700,2700
Bifidobacterium_longum,Genome_Size,2200000,2900000
Streptococcus_pseudopneumoniae,N50,28000.0,
Streptococcus_pseudopneumoniae,no_of_contigs,,260
Streptococcus_pseudopneumoniae,GC_Content,39,40
Streptococcus_pseudopneumoniae,Completeness,98.0,
Streptococcus_pseudopneumoniae,Contamination,,1
Streptococcus_pseudopneumoniae,Total_Coding_Sequences,1800,2500
Streptococcus_pseudopneumoniae,Genome_Size,1900000,2400000
Xanthomonas_campestris,N50,59000.0,
Xanthomonas_campestris,no_of_contigs,,220
Xanthomonas_campestris,GC_Content,64,66
Xanthomonas_campestris,Completeness,94.0,
Xanthomonas_campestris,Contamination,,4
Xanthomonas_campestris,Total_Coding_Sequences,4100,4700
Xanthomonas_campestris,Genome_Size,4800000,5300000
Dichelobacter_nodosus,N50,61000.0,
Dichelobacter_nodosus,no_of_contigs,,100
Dichelobacter_nodosus,GC_Content,43,45
Dichelobacter_nodosus,Completeness,99.0,
Dichelobacter_nodosus,Contamination,,5
Dichelobacter_nodosus,Total_Coding_Sequences,1200,1500
Dichelobacter_nodosus,Genome_Size,1200000,1500000
Staphylococcus_aureus,N50,26000.0,
Staphylococcus_aureus,no_of_contigs,,280
Staphylococcus_aureus,GC_Content,32,34
Staphylococcus_aureus,Completeness,95.0,
Staphylococcus_aureus,Contamination,,4
Staphylococcus_aureus,Total_Coding_Sequences,2400,3400
Staphylococcus_aureus,Genome_Size,2600000,3300000
Pseudomonas_putida,N50,32000.0,
Pseudomonas_putida,no_of_contigs,,470
Pseudomonas_putida,GC_Content,59,64
Pseudomonas_putida,Completeness,95.0,
Pseudomonas_putida,Contamination,,10
Pseudomonas_putida,Total_Coding_Sequences,4600,7100
Pseudomonas_putida,Genome_Size,5100000,7500000
Vibrio_alginolyticus,N50,68000.0,
Vibrio_alginolyticus,no_of_contigs,,220
Vibrio_alginolyticus,GC_Content,44,45
Vibrio_alginolyticus,Completeness,95.0,
Vibrio_alginolyticus,Contamination,,4
Vibrio_alginolyticus,Total_Coding_Sequences,4400,5300
Vibrio_alginolyticus,Genome_Size,4800000,5800000
Pseudomonas_glycinae,N50,133000.0,
Pseudomonas_glycinae,no_of_contigs,,160
Pseudomonas_glycinae,GC_Content,60,61
Pseudomonas_glycinae,Completeness,98.0,
Pseudomonas_glycinae,Contamination,,5
Pseudomonas_glycinae,Total_Coding_Sequences,5700,5900
Pseudomonas_glycinae,Genome_Size,6300000,6500000
Bifidobacterium_breve,N50,11000.0,
Bifidobacterium_breve,no_of_contigs,,410
Bifidobacterium_breve,GC_Content,58,60
Bifidobacterium_breve,Completeness,94.0,
Bifidobacterium_breve,Contamination,,13
Bifidobacterium_breve,Total_Coding_Sequences,1800,2400
Bifidobacterium_breve,Genome_Size,2200000,2600000
Streptococcus_salivarius,N50,55000.0,
Streptococcus_salivarius,no_of_contigs,,110
Streptococcus_salivarius,GC_Content,39,41
Streptococcus_salivarius,Completeness,93.0,
Streptococcus_salivarius,Contamination,,8
Streptococcus_salivarius,Total_Coding_Sequences,1800,2400
Streptococcus_salivarius,Genome_Size,1900000,2500000
Streptomyces_albidoflavus,N50,6000.0,
Streptomyces_albidoflavus,no_of_contigs,,1550
Streptomyces_albidoflavus,GC_Content,72,74
Streptomyces_albidoflavus,Completeness,95.0,
Streptomyces_albidoflavus,Contamination,,2
Streptomyces_albidoflavus,Total_Coding_Sequences,5700,7400
Streptomyces_albidoflavus,Genome_Size,6300000,7800000
Burkholderia_vietnamiensis,N50,37000.0,
Burkholderia_vietnamiensis,no_of_contigs,,400
Burkholderia_vietnamiensis,GC_Content,66,68
Burkholderia_vietnamiensis,Completeness,98.0,
Burkholderia_vietnamiensis,Contamination,,3
Burkholderia_vietnamiensis,Total_Coding_Sequences,5500,7100
Burkholderia_vietnamiensis,Genome_Size,6100000,7700000
Micrococcus_luteus,N50,9000.0,
Micrococcus_luteus,no_of_contigs,,530
Micrococcus_luteus,GC_Content,72,74
Micrococcus_luteus,Completeness,92.0,
Micrococcus_luteus,Contamination,,3
Micrococcus_luteus,Total_Coding_Sequences,2100,2900
Micrococcus_luteus,Genome_Size,2300000,2800000
Campylobacter_jejuni,N50,22000.0,
Campylobacter_jejuni,no_of_contigs,,160
Campylobacter_jejuni,GC_Content,30,31
Campylobacter_jejuni,Completeness,95.0,
Campylobacter_jejuni,Contamination,,10
Campylobacter_jejuni,Total_Coding_Sequences,1600,2200
Campylobacter_jejuni,Genome_Size,1500000,2000000
Staphylococcus_argenteus,N50,31000.0,
Staphylococcus_argenteus,no_of_contigs,,240
Staphylococcus_argenteus,GC_Content,32,33
Staphylococcus_argenteus,Completeness,98.0,
Staphylococcus_argenteus,Contamination,,1
Staphylococcus_argenteus,Total_Coding_Sequences,2400,2900
Staphylococcus_argenteus,Genome_Size,2600000,2900000
Vibrio_vulnificus,N50,64000.0,
Vibrio_vulnificus,no_of_contigs,,310
Vibrio_vulnificus,GC_Content,45,47
Vibrio_vulnificus,Completeness,97.0,
Vibrio_vulnificus,Contamination,,6
Vibrio_vulnificus,Total_Coding_Sequences,4200,5800
Vibrio_vulnificus,Genome_Size,4700000,6100000
Bordetella_pertussis,N50,11000.0,
Bordetella_pertussis,no_of_contigs,,550
Bordetella_pertussis,GC_Content,67,68
Bordetella_pertussis,Completeness,91.0,
Bordetella_pertussis,Contamination,,8
Bordetella_pertussis,Total_Coding_Sequences,3600,4300
Bordetella_pertussis,Genome_Size,3700000,4400000
Stutzerimonas_stutzeri,N50,63000.0,
Stutzerimonas_stutzeri,no_of_contigs,,610
Stutzerimonas_stutzeri,GC_Content,59,65
Stutzerimonas_stutzeri,Completeness,95.0,
Stutzerimonas_stutzeri,Contamination,,3
Stutzerimonas_stutzeri,Total_Coding_Sequences,3900,4900
Stutzerimonas_stutzeri,Genome_Size,4200000,5200000
Campylobacter_upsaliensis,N50,27000.0,
Campylobacter_upsaliensis,no_of_contigs,,170
Campylobacter_upsaliensis,GC_Content,34,36
Campylobacter_upsaliensis,Completeness,98.0,
Campylobacter_upsaliensis,Contamination,,1
Campylobacter_upsaliensis,Total_Coding_Sequences,1600,2000
Campylobacter_upsaliensis,Genome_Size,1500000,1900000
Stenotrophomonas_geniculata,N50,31000.0,
Stenotrophomonas_geniculata,no_of_contigs,,260
Stenotrophomonas_geniculata,GC_Content,65,67
Stenotrophomonas_geniculata,Completeness,99.0,
Stenotrophomonas_geniculata,Contamination,,3
Stenotrophomonas_geniculata,Total_Coding_Sequences,3900,5000
Stenotrophomonas_geniculata,Genome_Size,4400000,5300000
Enterobacter_hormaechei,N50,63000.0,
Enterobacter_hormaechei,no_of_contigs,,270
Enterobacter_hormaechei,GC_Content,54,56
Enterobacter_hormaechei,Completeness,97.0,
Enterobacter_hormaechei,Contamination,,4
Enterobacter_hormaechei,Total_Coding_Sequences,4100,5700
Enterobacter_hormaechei,Genome_Size,4500000,5700000
Streptococcus_canis,N50,45000.0,
Streptococcus_canis,no_of_contigs,,150
Streptococcus_canis,GC_Content,39,40
Streptococcus_canis,Completeness,99.0,
Streptococcus_canis,Contamination,,2
Streptococcus_canis,Total_Coding_Sequences,1700,2300
Streptococcus_canis,Genome_Size,1800000,2300000
Listeria_welshimeri,N50,79000.0,
Listeria_welshimeri,no_of_contigs,,110
Listeria_welshimeri,GC_Content,36,37
Listeria_welshimeri,Completeness,99.0,
Listeria_welshimeri,Contamination,,3
Listeria_welshimeri,Total_Coding_Sequences,2600,3100
Listeria_welshimeri,Genome_Size,2600000,3000000
Bacteroides_thetaiotaomicron,N50,16000.0,
Bacteroides_thetaiotaomicron,no_of_contigs,,930
Bacteroides_thetaiotaomicron,GC_Content,42,44
Bacteroides_thetaiotaomicron,Completeness,93.0,
Bacteroides_thetaiotaomicron,Contamination,,5
Bacteroides_thetaiotaomicron,Total_Coding_Sequences,4400,6100
Bacteroides_thetaiotaomicron,Genome_Size,5800000,7200000
Aeromonas_caviae,N50,23000.0,
Aeromonas_caviae,no_of_contigs,,670
Aeromonas_caviae,GC_Content,60,63
Aeromonas_caviae,Completeness,98.0,
Aeromonas_caviae,Contamination,,6
Aeromonas_caviae,Total_Coding_Sequences,3800,5200
Aeromonas_caviae,Genome_Size,4200000,5400000
Citrobacter_youngae,N50,121000.0,
Citrobacter_youngae,no_of_contigs,,230
Citrobacter_youngae,GC_Content,51,52
Citrobacter_youngae,Completeness,96.0,
Citrobacter_youngae,Contamination,,3
Citrobacter_youngae,Total_Coding_Sequences,4200,6100
Citrobacter_youngae,Genome_Size,4600000,6100000
Acinetobacter_johnsonii,N50,30000.0,
Acinetobacter_johnsonii,no_of_contigs,,490
Acinetobacter_johnsonii,GC_Content,40,42
Acinetobacter_johnsonii,Completeness,86.0,
Acinetobacter_johnsonii,Contamination,,9
Acinetobacter_johnsonii,Total_Coding_Sequences,3200,4300
Acinetobacter_johnsonii,Genome_Size,3300000,4200000
Lactobacillus_acidophilus,N50,115000.0,
Lactobacillus_acidophilus,no_of_contigs,,60
Lactobacillus_acidophilus,GC_Content,34,35
Lactobacillus_acidophilus,Completeness,92.0,
Lactobacillus_acidophilus,Contamination,,2
Lactobacillus_acidophilus,Total_Coding_Sequences,1800,2100
Lactobacillus_acidophilus,Genome_Size,1900000,2100000
Vibrio_parahaemolyticus,N50,93000.0,
Vibrio_parahaemolyticus,no_of_contigs,,180
Vibrio_parahaemolyticus,GC_Content,44,46
Vibrio_parahaemolyticus,Completeness,95.0,
Vibrio_parahaemolyticus,Contamination,,7
Vibrio_parahaemolyticus,Total_Coding_Sequences,4400,5900
Vibrio_parahaemolyticus,Genome_Size,4900000,6100000
Bacteroides_uniformis,N50,25000.0,
Bacteroides_uniformis,no_of_contigs,,470
Bacteroides_uniformis,GC_Content,45,47
Bacteroides_uniformis,Completeness,91.0,
Bacteroides_uniformis,Contamination,,9
Bacteroides_uniformis,Total_Coding_Sequences,3400,4900
Bacteroides_uniformis,Genome_Size,4200000,5500000
Bacillus_toyonensis,N50,19000.0,
Bacillus_toyonensis,no_of_contigs,,720
Bacillus_toyonensis,GC_Content,34,36
Bacillus_toyonensis,Completeness,96.0,
Bacillus_toyonensis,Contamination,,2
Bacillus_toyonensis,Total_Coding_Sequences,5100,6600
Bacillus_toyonensis,Genome_Size,5000000,6500000
Burkholderia_multivorans,N50,22000.0,
Burkholderia_multivorans,no_of_contigs,,710
Burkholderia_multivorans,GC_Content,66,68
Burkholderia_multivorans,Completeness,96.0,
Burkholderia_multivorans,Contamination,,4
Burkholderia_multivorans,Total_Coding_Sequences,5300,6700
Burkholderia_multivorans,Genome_Size,6000000,7300000
Hafnia_paralvei,N50,79000.0,
Hafnia_paralvei,no_of_contigs,,180
Hafnia_paralvei,GC_Content,47,49
Hafnia_paralvei,Completeness,99.0,
Hafnia_paralvei,Contamination,,1
Hafnia_paralvei,Total_Coding_Sequences,3900,4800
Hafnia_paralvei,Genome_Size,4400000,5100000
Campylobacter_hyointestinalis,N50,49000.0,
Campylobacter_hyointestinalis,no_of_contigs,,90
Campylobacter_hyointestinalis,GC_Content,33,35
Campylobacter_hyointestinalis,Completeness,99.0,
Campylobacter_hyointestinalis,Contamination,,2
Campylobacter_hyointestinalis,Total_Coding_Sequences,1700,2100
Campylobacter_hyointestinalis,Genome_Size,1600000,2000000
Campylobacter_lari,N50,32000.0,
Campylobacter_lari,no_of_contigs,,130
Campylobacter_lari,GC_Content,29,31
Campylobacter_lari,Completeness,95.0,
Campylobacter_lari,Contamination,,3
Campylobacter_lari,Total_Coding_Sequences,1400,1900
Campylobacter_lari,Genome_Size,1400000,1800000
Providencia_stuartii,N50,21000.0,
Providencia_stuartii,no_of_contigs,,460
Providencia_stuartii,GC_Content,41,42
Providencia_stuartii,Completeness,87.0,
Providencia_stuartii,Contamination,,10
Providencia_stuartii,Total_Coding_Sequences,3800,4700
Providencia_stuartii,Genome_Size,4100000,4900000
Mycoplasmopsis_bovis,N50,8000.0,
Mycoplasmopsis_bovis,no_of_contigs,,270
Mycoplasmopsis_bovis,GC_Content,28,30
Mycoplasmopsis_bovis,Completeness,92.0,
Mycoplasmopsis_bovis,Contamination,,8
Mycoplasmopsis_bovis,Total_Coding_Sequences,800,1100
Mycoplasmopsis_bovis,Genome_Size,800000,1200000
Helicobacter_pylori,N50,32000.0,
Helicobacter_pylori,no_of_contigs,,130
Helicobacter_pylori,GC_Content,38,40
Helicobacter_pylori,Completeness,95.0,
Helicobacter_pylori,Contamination,,2
Helicobacter_pylori,Total_Coding_Sequences,1400,1700
Helicobacter_pylori,Genome_Size,1500000,1800000
Clostridium_difficile,N50,8000.0,
Clostridium_difficile,no_of_contigs,,800
Clostridium_difficile,GC_Content,28,30
Clostridium_difficile,Completeness,94.0,
Clostridium_difficile,Contamination,,4
Clostridium_difficile,Total_Coding_Sequences,3400,4300
Clostridium_difficile,Genome_Size,3800000,4600000
Enterococcus_avium,N50,24000.0,
Enterococcus_avium,no_of_contigs,,390
Enterococcus_avium,GC_Content,38,40
Enterococcus_avium,Completeness,93.0,
Enterococcus_avium,Contamination,,11
Enterococcus_avium,Total_Coding_Sequences,3700,4900
Enterococcus_avium,Genome_Size,3700000,4900000
Legionella_longbeachae,N50,32000.0,
Legionella_longbeachae,no_of_contigs,,260
Legionella_longbeachae,GC_Content,37,38
Legionella_longbeachae,Completeness,95.0,
Legionella_longbeachae,Contamination,,8
Legionella_longbeachae,Total_Coding_Sequences,3400,3900
Legionella_longbeachae,Genome_Size,3900000,4400000
Staphylococcus_simulans,N50,17000.0,
Staphylococcus_simulans,no_of_contigs,,340
Staphylococcus_simulans,GC_Content,35,37
Staphylococcus_simulans,Completeness,98.0,
Staphylococcus_simulans,Contamination,,2
Staphylococcus_simulans,Total_Coding_Sequences,2300,2800
Staphylococcus_simulans,Genome_Size,2500000,2900000
Borreliella_garinii,N50,12000.0,
Borreliella_garinii,no_of_contigs,,450
Borreliella_garinii,GC_Content,27,29
